Original Filename,Modified Filename,Category,Source URL,License,License URL,Author,Author URL,Modifications,Additional Notes,Original Width,Original Height,Original # Colors,Modified Width,Modified Height,Modified # Colors
grass-food-spring-color-basket-egg-1275965-pxhere.com,easter_egg_basket,Objects,https://pxhere.com/en/photo/1275965,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,4896,3264,704139,768,512,252571
orange-food-spring-green-red-color-1132116-pxhere.com,easter_eggs,Objects,https://pxhere.com/en/photo/1132116,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,4000,3000,467149,768,512,168071
Platycercus_eximius_diemenensis_male,eastern_rosella,Animals,https://commons.wikimedia.org/wiki/File:Platycercus_eximius_diemenensis_male.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,JJ Harrison,https://www.jjharrison.com.au/,"Format Conversion, Renaming, Resizing",None,2990,1994,620738,768,512,194886
Filzuntersetzer_--_2022_--_9752,felt_ball_trivet,Objects,https://commons.wikimedia.org/wiki/File:Filzuntersetzer_--_2022_--_9752.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Dietmar Rabich,https://www.wikidata.org/wiki/Q34788025,"Format Conversion, Renaming, Resizing",None,6720,4480,794849,768,512,210787
Rainbow_nets,fishing_nets,Objects,https://commons.wikimedia.org/wiki/File:Rainbow_nets.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,RebeccaCachiaMT,https://commons.wikimedia.org/w/index.php?title=User:RebeccaCachiaMT&action=edit&redlink=1,"Format Conversion, Renaming, Resizing",None,4752,3168,932374,768,512,285404
Jukung_Pasar_Terapung,floating_market,Places,https://commons.wikimedia.org/wiki/File:Jukung_Pasar_Terapung.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Muhammad Haris,https://commons.wikimedia.org/wiki/User:Fgharis,"Format Conversion, Renaming, Resizing",None,3000,2000,838361,768,512,241166
Fresh_Fruit_Dessert,fruit_dessert,Food,https://commons.wikimedia.org/wiki/File:Fresh_Fruit_Dessert.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/deed.en,"Audrey from Central Pennsylvania, USA",https://www.flickr.com/people/98799884@N00,"Format Conversion, Renaming, Resizing",None,1024,768,239495,768,512,235784
La_Boqueria,fruit_stand,Food,https://commons.wikimedia.org/wiki/File:La_Boqueria.JPG,Public Domain,https://creativecommons.org/share-your-work/public-domain/pdm/,Dungodung,https://commons.wikimedia.org/wiki/User:Dungodung,"Format Conversion, Renaming, Resizing",None,1280,960,480507,768,512,296837
plant-fruit-sweet-meal-food-produce-1250568-pxhere.com,fruits,Food,https://pxhere.com/en/photo/1250568,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,3072,2048,729787,768,512,299544
fruit-natural-foods-local-food-food-whole-food-superfood-1596594-pxhere.com,fruits_veggies,Food,https://pxhere.com/en/photo/1596594,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,3197,2170,766302,768,512,172606
"Münster,_Montgolfiade_(an_den_Aaseewiesen)_--_2019_--_9703",german_hot_air_balloon,Vehicles,"https://commons.wikimedia.org/wiki/File:M%C3%BCnster,_Montgolfiade_(an_den_Aaseewiesen)_--_2019_--_9703.jpg",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Dietmar Rabich,https://www.wikidata.org/wiki/Q34788025,"Format Conversion, Renaming, Resizing",None,4326,5408,375485,512,768,62041
kodim15,girl,People,http://r0k.us/graphics/kodak/kodim15.html,Public Domain,https://creativecommons.org/share-your-work/public-domain/pdm/,Steve Kelly,Unknown,"Format Conversion, Renaming",None,768,512,44576,768,512,44576
2006-10-18Cucurbita_pepo02,gourds,Food,https://commons.wikimedia.org/wiki/File:2006-10-18Cucurbita_pepo02.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,Wildfeuer,https://commons.wikimedia.org/wiki/User:Wildfeuer,"Format Conversion, Renaming, Resizing",None,1900,1353,565088,768,512,304706
dish-meal-food-produce-meat-barbecue-944653-pxhere.com,grilled_food,Food,https://pxhere.com/en/photo/944653,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,5472,3648,1224113,768,512,243185
sweet-petal-food-colorful-dessert-caramel-1202590-pxhere.com,hard_candy,Food,https://pxhere.com/en/photo/1202590,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,5760,3840,1028276,768,512,231089
FESTIVAL_BALLOONS_2012_089,italian_hot_air_balloon,Vehicles,https://commons.wikimedia.org/wiki/File:FESTIVAL_BALLOONS_2012_089.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,Lisa1963,https://commons.wikimedia.org/w/index.php?title=User:Lisa1963&action=edit&redlink=1,"Format Conversion, Renaming, Resizing",None,1936,1296,296778,768,512,168137
Jackson's_Chameleon_2_edit1,jacksons_chameleon,Animals,https://commons.wikimedia.org/wiki/File:Jackson%27s_Chameleon_2_edit1.jpg,Public Domain,https://creativecommons.org/share-your-work/public-domain/pdm/,Movingsaletoday,https://en.wikipedia.org/wiki/User:Movingsaletoday,"Format Conversion, Renaming, Resizing",None,1840,1380,505609,768,512,276980
Falkland_Islands_Penguins_49,king_penguin,Animals,https://commons.wikimedia.org/wiki/File:Falkland_Islands_Penguins_49.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/deed.en,Ben Tubby,https://www.flickr.com/people/tubby/,"Format Conversion, Renaming, Resizing",None,2048,1361,201186,768,512,129343
Sarcoramphus_papa_(Königsgeier_-_King_Vulture)_-_Weltvogelpark_Walsrode_2013-01,king_vulture,Animals,https://commons.wikimedia.org/wiki/File:Sarcoramphus_papa_(K%C3%B6nigsgeier_-_King_Vulture)_-_Weltvogelpark_Walsrode_2013-01.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,Olaf Oliviero Riemer,https://commons.wikimedia.org/wiki/User:Fiorellino,"Format Conversion, Renaming, Resizing",None,3000,2000,648011,768,512,274000
nature-bird-wing-wildlife-beak-blue-1264621-pxhere.com,kingfisher,Animals,https://pxhere.com/en/photo/1264621,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,4608,3072,592580,768,512,134827
2008_Yongsan_Fall_Festival-01,korean_dancer,People,https://commons.wikimedia.org/wiki/File:2008_Yongsan_Fall_Festival-01.jpg,Public Domain,https://creativecommons.org/share-your-work/public-domain/pdm/,"David McNally, USAG-Yongsan",http://www.army.mil/-images/2008/10/15/23888/,"Format Conversion, Renaming, Resizing",None,2592,3872,448322,512,768,155431
light-bokeh-blur-abstract-glowing-texture-1153069-pxhere.com,lights,Miscellaneous,https://pxhere.com/en/photo/1153069,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,5000,3333,2188787,768,512,301112
"Multi-coloured_macarons,_September_2010",macarons,Food,"https://commons.wikimedia.org/wiki/File:Multi-coloured_macarons,_September_2010.jpg",CC BY 2.0,https://creativecommons.org/licenses/by/2.0/deed.en,Julien Haler,https://www.flickr.com/people/24576874@N00,"Format Conversion, Renaming, Resizing",None,3861,2574,737309,768,512,225329
kodim23,macaws,Animals,http://r0k.us/graphics/kodak/kodim23.html,Public Domain,https://creativecommons.org/share-your-work/public-domain/pdm/,Steve Kelly,Unknown,"Format Conversion, Renaming",None,768,512,72079,768,512,72079
Hydrornis_irena_-_Sri_Phang_Nga,malayan_banded_pitta,Animals,https://commons.wikimedia.org/wiki/File:Hydrornis_irena_-_Sri_Phang_Nga.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,JJ Harrison,https://www.jjharrison.com.au/,"Format Conversion, Renaming, Resizing",None,4092,2728,536493,768,512,163618
Pair_of_mandarin_ducks,mandarin_ducks,Animals,https://commons.wikimedia.org/wiki/File:Pair_of_mandarin_ducks.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,Francis C. Franklin,https://commons.wikimedia.org/wiki/User:Baresi_franco,"Format Conversion, Renaming, Resizing",None,2207,1656,208682,768,512,114492
Synchiropus_splendidus_2_Luc_Viatour,mandarinfish,Animals,https://commons.wikimedia.org/wiki/File:Synchiropus_splendidus_2_Luc_Viatour.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,Luc Viatour,http://www.lucnix.be/,"Format Conversion, Renaming, Resizing",None,3098,2294,693176,768,512,251332
Mangos_-_single_and_halved,mangoes,Food,https://commons.wikimedia.org/wiki/File:Mangos_-_single_and_halved.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Ivar Leidus,https://commons.wikimedia.org/wiki/User:Iifar,"Format Conversion, Renaming, Resizing",None,8256,5504,395437,768,512,103503
"Patrón_geométrico_islámico_--_2014_--_Museo_de_Marrakech,_Marruecos",marrakech_museum,Places,"https://commons.wikimedia.org/wiki/File:Patr%C3%B3n_geom%C3%A9trico_isl%C3%A1mico_--_2014_--_Museo_de_Marrakech,_Marruecos.jpg",CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,J. Ligero and I. Barrios,https://commons.wikimedia.org/wiki/User:Alur%C3%ADn,"Format Conversion, Renaming, Resizing",None,2100,1451,577024,768,512,221791
"Playa_Maya,_Ko_Phi_Phi,_Tailandia,_2013-08-19,_DD_13",maya_beach,Places,"https://commons.wikimedia.org/wiki/File:Playa_Maya,_Ko_Phi_Phi,_Tailandia,_2013-08-19,_DD_13.JPG",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Diego Delso,http://delso.photo/,"Format Conversion, Renaming, Resizing",None,5364,3304,753783,768,512,163142
Pharmacie_in_Paulista_Avenue,medicine_packets,Objects,https://commons.wikimedia.org/wiki/File:Pharmacie_in_Paulista_Avenue.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Wilfredor,https://commons.wikimedia.org/wiki/User:Wilfredor,"Format Conversion, Renaming, Resizing",None,4000,2605,1089122,768,512,206685
Traditional_Moroccan_shoes_called__babouches_,moroccan_babouches,Objects,https://commons.wikimedia.org/wiki/File:Traditional_Moroccan_shoes_called_%22babouches%22.JPG,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Pitchoon76,https://commons.wikimedia.org/w/index.php?title=User:Pitchoon76&action=edit&redlink=1,"Format Conversion, Renaming, Resizing",None,2816,2112,544592,768,512,280454
kodim05,motocross,Vehicles,http://r0k.us/graphics/kodak/kodim05.html,Public Domain,https://creativecommons.org/share-your-work/public-domain/pdm/,Steve Kelly,Unknown,"Format Conversion, Renaming",None,768,512,63558,768,512,63558
2014_Zero_Motorcycles_Zero_S,motorcycle,Vehicles,https://commons.wikimedia.org/wiki/File:2014_Zero_Motorcycles_Zero_S.JPG,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,CecilT77,https://commons.wikimedia.org/w/index.php?title=User:CecilT77&action=edit&redlink=1,"Format Conversion, Renaming, Resizing",None,1870,1402,464774,768,512,212020
"Mural_com_referências_a_Lisboa_e_São_Paulo_no_empório_Arte_Nata_na_Rua_Frei_Caneca,_1380_-_bem_perto_da_Avenida_Paulista",mural,Miscellaneous,"https://commons.wikimedia.org/wiki/File:Mural_com_refer%C3%AAncias_a_Lisboa_e_S%C3%A3o_Paulo_no_emp%C3%B3rio_Arte_Nata_na_Rua_Frei_Caneca,_1380_-_bem_perto_da_Avenida_Paulista.jpg",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Wilfredor,https://commons.wikimedia.org/wiki/User:Wilfredor,"Format Conversion, Renaming, Resizing",Mural by João Eduardo,5287,3499,478913,768,512,152734
green-red-color-blue-colorful-yellow-1022157-pxhere.com,nylon_cords,Objects,https://pxhere.com/en/photo/1022157,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,5184,3456,853328,768,512,276061
texture-number-line-color-macro-office-1120095-pxhere.com,paper_clips,Objects,https://pxhere.com/en/photo/1120095,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,6000,4000,608381,768,512,85934
Pfau_imponierend,peacock,Animals,https://commons.wikimedia.org/wiki/File:Pfau_imponierend.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,BS Thurner Hof,https://commons.wikimedia.org/wiki/User:BS_Thurner_Hof,"Format Conversion, Renaming, Resizing",None,2560,1920,627320,768,512,284350
flower-orange-pattern-food-green-red-935492-pxhere.com,pencils,Objects,https://pxhere.com/en/photo/935492,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,5184,3456,227002,768,512,117157
Indian_pigments,pigments,Miscellaneous,https://commons.wikimedia.org/wiki/File:Indian_pigments.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/deed.en,Dan Brady,http://www.danbrady.co.uk/,"Format Conversion, Renaming, Resizing",None,2592,1944,903543,768,512,327725
"Mezquita_de_Nasirolmolk,_Shiraz,_Irán,_2016-09-24,_DD_66-68_HDR",pink_mosque,Places,"https://commons.wikimedia.org/wiki/File:Mezquita_de_Nasirolmolk,_Shiraz,_Ir%C3%A1n,_2016-09-24,_DD_66-68_HDR.jpg",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Diego Delso,http://delso.photo/,"Format Conversion, Renaming, Resizing",None,6564,4405,1237627,768,512,236129
Plushies_Mexico,plushies,Objects,https://commons.wikimedia.org/wiki/File:Plushies_Mexico.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/deed.en,Gzzz,https://commons.wikimedia.org/wiki/User:Gzzz,"Format Conversion, Renaming, Resizing",None,5568,3712,1305848,768,512,294615
Prickly_pears,prickly_pears,Food,https://commons.wikimedia.org/wiki/File:Prickly_pears.jpg,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5/deed.en,Tomás Castelazo,Unknown,"Format Conversion, Renaming, Resizing",None,3504,2336,583175,768,512,221674
Papageitaucher_Fratercula_arctica_02,puffin,Animals,https://commons.wikimedia.org/wiki/File:Papageitaucher_Fratercula_arctica_02.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,Richard Bartz,https://commons.wikimedia.org/wiki/User:Richard_Bartz,"Format Conversion, Renaming, Resizing",None,2037,2546,414396,512,768,151640
Lamborghini_Super_Trofeo_99_2010_amk,race_car,Vehicles,https://commons.wikimedia.org/wiki/File:Lamborghini_Super_Trofeo_99_2010_amk.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,AngMoKio,https://commons.wikimedia.org/wiki/User:AngMoKio,"Format Conversion, Renaming, Resizing",None,3393,2262,217060,768,512,91286
Red_eyed_tree_frog_edit2,red_eyed_tree_frog,Animals,https://commons.wikimedia.org/wiki/File:Red_eyed_tree_frog_edit2.jpg,Public Domain,https://creativecommons.org/share-your-work/public-domain/pdm/,Carey James Balboa,https://en.wikipedia.org/wiki/User:Careyjamesbalboa,"Format Conversion, Renaming, Resizing",None,2293,1720,410116,768,512,161343
Red-knobbed.starfish.arp,red_knobbed_starfish,Animals,https://commons.wikimedia.org/wiki/File:Red-knobbed.starfish.arp.jpg,Public Domain,https://creativecommons.org/share-your-work/public-domain/pdm/,Adrian Pingstone,https://commons.wikimedia.org/wiki/User:Arpingstone,"Format Conversion, Renaming, Resizing",None,1800,1286,464165,768,512,257585
Zepper-BK_117-C2-(EC145)-SchweizerischeRettungsflugwacht,rescue_helicopter,Vehicles,https://commons.wikimedia.org/wiki/File:Zepper-BK_117-C2-(EC145)-SchweizerischeRettungsflugwacht.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,Matthias Zepper,https://commons.wikimedia.org/wiki/User:Curnen,"Format Conversion, Renaming, Resizing",None,3742,2503,273775,768,512,106799
plant-white-flower-petal-bouquet-rose-648385-pxhere.com,rose_bouquet,Plants,https://pxhere.com/en/photo/648385,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,4608,3456,892414,768,512,246438
Sagami_Temple_2600px,sagami_temple,Places,https://commons.wikimedia.org/wiki/File:Sagami_Temple_2600px.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,663highland,https://commons.wikimedia.org/wiki/User:663highland,"Format Conversion, Renaming, Resizing",None,1740,2600,468806,512,768,234261
plant-fruit-dish-meal-food-salad-722087-pxhere.com,salad_bowl,Food,https://pxhere.com/en/photo/722087,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Unknown,Unknown,"Format Conversion, Renaming, Resizing",None,5327,3552,1127031,768,512,262675
Schoolgirls_in_Bamozai,schoolgirls,People,https://commons.wikimedia.org/wiki/File:Schoolgirls_in_Bamozai.JPG,Public Domain,https://creativecommons.org/share-your-work/public-domain/pdm/,"Capt. John Severns, U.S. Air Force",Unknown,"Format Conversion, Renaming, Resizing",None,3008,2000,934897,768,512,296909
